ONT,Ontario International Airport,Ontario,CA,United States
OOK,Toksook Bay Airport,Toksook Bay,AK,United States
OQU,Quonset State Airport,North Kingstown,RI,United States
ORD,Chicago O'hare International Airport,Chicago,IL,United States
ORF,Norfolk International Airport,Norfolk,VA,United States
ORH,Worcester Regional Airport,Worcester,MA,United States
ORI,Port Lions Airport,Port Lions,AK,United States
ORS,Orcas Island Airport,Eastsound,WA,United States
ORV,Robert (Bob) Curtis Memorial Airport,Noorvik,AK,United States
OSH,Wittman Regional Airport,Oshkosh,WI,United States
OSU,Ohio State University Airport,Columbus,OH,United States
OTG,Worthington Municipal Airport,Worthington,MN,United States
OTH,North Bend Municipal Airport,North Bend,OR,United States
OTM,Ottumwa Industrial Airport,Ottumwa,IA,United States
OTZ,Ralph Wien Memorial Airport,Kotzebue,AK,United States
OWB,Owensboro-Daviess County Airport,Owensboro,KY,United States
OXC,Waterbury-Oxford Airport,Oxford,CT,United States
OXR,Oxnard Airport,Oxnard,CA,United States
PAE,Snohomish County Airport (Paine Field),Everett,WA,United States
PAH,Paducah Barkley Regional Airport,Paducah,KY,United States
PBI,Palm Beach International Airport,West Palm Beach,FL,United States
PCW,Carl R Keller Field,Port Clinton,OH,United States
PDT,Eastern Oregon Regional Airport At Pendleton,Pendleton,OR,United States
PDX,Portland International Airport,Portland,OR,United States
PFN,Panama City-Bay County International Airport,Panama City,FL,United States
PGA,Page Municipal Airport,Page,AZ,United States
PGD,Charlotte County Airport,Punta Gorda,FL,United States
PGM,Port Graham Airport,Port Graham,AK,United States
PGV,Pitt-Greenville Airport,Greenville,NC,United States
PHF,Newport News/Williamsburg International Airport,Newport News,VA,United States
PHL,Philadelphia International Airport,Philadelphia,PA,United States
PHO,Point Hope Airport,Point Hope,AK,United States
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,United States
PIA,Peoria Regional Airport,Peoria,IL,United States
PIB,Hattiesburg-Laurel Regional Airport,Hattiesburg / Laurel,MS,United States
PIE,St. Petersburg-Clearwater International Airport,Saint Petersburg,FL,United States
PIH,Pocatello Regional Airport,Pocatello,ID,United States
PIR,Pierre Regional Airport,Pierre,SD,United States
PIT,Pittsburgh International Airport,Pittsburgh,PA,United States
PKB,Mid-Ohio Valley Regional Airport,Parkersburg,WV,United States
PLB,Clinton County Airport,Plattsburgh,NY,United States
PLK,M Graham Clark - Taney County Airport,Point Lookout,MO,United States
PLN,Pellston Regional Airport,Pellston,MI,United States
PMD,Palmdale Regional Airport,Palmdale,CA,United States
PNC,Ponca City Regional Airport,Ponca City,OK,United States
PNS,Pensacola Regional Airport,Pensacola,FL,United States
POU,Dutchess County Airport,Poughkeepsie,NY,United States
PPC,Prospect Creek Airport,Prospect Creek,AK,United States
PPG,Pago Pago International Airport,Pago Pago,AS,United States
PQI,Northern Maine Regional Airport,Presque Isle,ME,United States
PQL,Trent Lott International Airport,Pascagoula,MS,United States
PRB,Paso Robles Municipal Airport,Paso Robles,CA,United States
PRC,Ernest A. Love Field Airport,Prescott,AZ,United States
PSC,Tri-Cities Airport,Pasco,WA,United States
PSE,Mercedita Airport,Ponce,PR,United States
PSG,Petersburg Airport,Petersburg,AK,United States
PSM,Pease International Airport,Portsmouth,NH,United States
PSP,Palm Springs International Airport,Palm Springs,CA,United States
PTH,Port Heiden Airport,Port Heiden,AK,United States
PTK,Oakland County International Airport,Pontiac,MI,United States
PUB,Pueblo Memorial Airport,Pueblo,CO,United States
PUW,Pullman / Moscow Regional Airport,"Pullman / Moscow, ID",WA,United States
PVC,Provincetown Municipal Airport,Provincetown,MA,United States
PVD,T.F. Green Airport,Providence,RI,United States
PVU,Provo Municipal Airport,Provo,UT,United States
PWM,Portland International Jetport,Portland,ME,United States
PWT,Bremerton National Airport,Bremerton,WA,United States
RAP,Rapid City Regional Airport,Rapid City,SD,United States
RDD,Redding Municipal Airport,Redding,CA,United States
RDG,Reading Regional Airport,Reading,PA,United States
RDM,Roberts Field,Redmond,OR,United States
RDU,Raleigh-Durham International Airport,Rdu Airport,NC,United States
RFD,Greater Rockford Airport,Rockford,IL,United States
RHI,Rhinelander-Oneida County Airport,Rhinelander,WI,United States
RIC,Richmond International Airport,Richmond,VA,United States
RIW,Riverton Regional Airport,Riverton,WY,United States
RKD,Knox County Regional Airport,Rockland,ME,United States
RKS,Rock Springs-Sweetwater County Airport,Rock Springs,WY,United States
RME,Griffiss Airpark,Rome,NY,United States
RMG,Richard B Russell Airport,Rome,GA,United States
RNO,Reno-Tahoe International Airport,Reno,NV,United States
ROA,Roanoke Regional Airport,Roanoke,VA,United States
ROC,Greater Rochester International Airport,Rochester,NY,United States
ROW,Roswell Industrial Air Center Airport,Roswell,NM,United States
RSH,Russian Mission Airport,Russian Mission,AK,United States
RST,Rochester International Airport,Rochester,MN,United States
RSW,Southwest Florida International Airport,Fort Myers,FL,United States
RUT,Rutland State Airport,Rutland,VT,United States
RWI,Rocky Mount-Wilson Regional Airport,Rocky Mount,NC,United States
SAF,Santa Fe Municipal Airport,Santa Fe,NM,United States
SAN,San Diego International Airport,San Diego,CA,United States
SAT,San Antonio International Airport,San Antonio,TX,United States
SAV,Savannah/Hilton Head International Airport,Savannah,GA,United States
SAW,Sawyer International Airport,Marquette,MI,United States
SBA,Santa Barbara Airport,Santa Barbara,CA,United States
SBD,San Bernardino International Airport,San Bernardino,CA,United States
SBN,South Bend Regional Airport,South Bend,IN,United States
SBP,San Luis County Regional Airport,San Luis Obispo,CA,United States
SBY,Salisbury-Ocean City Wicomico Regional Airport,Salisbury,MD,United States
SCC,Deadhorse Airport,Deadhorse,AK,United States
SCK,Stockton Metropolitan Airport,Stockton,CA,United States
SCM,Scammon Bay Airport,Scammon Bay,AK,United States
SDF,Louisville International Airport,Louisville,KY,United States
SDP,Sand Point Airport,Sand Point,AK,United States
SDY,Sidney-Richland Municipal Airport,Sidney,MT,United States
SEA,Seattle/Tacoma International Airport,Seattle,WA,United States
SFB,Orlando Sanford International Airport,Sanford,FL,United States
SFO,San Francisco International Airport,San Francisco,CA,United States
SFZ,North Central State Airport,Pawtucket,RI,United States
SGF,Springfield Branson Regional Airport,Springfield,MO,United States
SGH,Springfield-Beckley Municipal Airport,Springfield,OH,United States
SGJ,St Augustine Airport,St Augustine,FL,United States
SGU,St George Municipal Airport,St George,UT,United States
SGY,Skagway Airport,Skagway,AK,United States
SHD,Shenandoah Valley Regional Airport,Harrisonburg,VA,United States
SHG,Shungnak Airport,Shungnak,AK,United States
SHH,Shishmaref Airport,Shishmaref,AK,United States
SHR,Sheridan County Airport,Sheridan,WY,United States
SHV,Shreveport Regional Airport,Shreveport,LA,United States
SIG,Fernando Luis Ribas Dominicci Airport,San Juan,PR,United States
SIT,Sitka Rocky Gutierrez Airport,Sitka,AK,United States
SJC,San Jose International Airport,San Jose,CA,United States
SJT,San Angelo Regional Airport/Mathis Field,San Angelo,TX,United States
SJU,Luis Munoz Marin International Airport,San Juan,PR,United States
SKX,Taos Regional Airport,Taos,NM,United States
SLC,Salt Lake City International Airport,Salt Lake City,UT,United States
SLE,Salem Municipal Airport - McNary Field,Salem,OR,United States
SLK,Adirondack Regional Airport,Saranac Lake,NY,United States
SLN,Salina Municipal Airport,Salina,KS,United States
SMF,Sacramento International Airport,Sacramento,CA,United States
SMX,Santa Maria Public Airport,Santa Maria,CA,United States
SNA,John Wayne Airport,Orange County,CA,United States
SNP,Saint Paul Island Airport,St Paul Island,AK,United States
SOP,Moore County Airport,Pinehurst/Southern Pines,NC,United States
SOV,Seldovia Airport,Seldovia,AK,United States
SOW,Show Low Regional Airport,Show Low,AZ,United States
SPI,Abraham Lincoln Capital Airport,Springfield,IL,United States
SPS,Wichita Falls Municipal Airport,Wichita Falls,TX,United States
SQI,Whiteside County Airport,Sterling/Rockfalls,IL,United States
SRQ,Sarasota-Bradenton International Airport,Sarasota,FL,United States
SRR,Sierra Blanca Regional Airport,Ruidoso,NM,United States
STC,St Cloud Regional Airport,St Cloud,MN,United States
STJ,Rosecrans Memorial Airport,St Joseph,MO,United States
STL,Lambert-St. Louis International Airport,Saint Louis,MO,United States
STP,St Paul Downtown Airport / Holman Field,St Paul,MN,United States
STS,Sonoma County Airport,Santa Rosa,CA,United States
STT,Cyril E King Airport,Charlotte Amalie,VI,United States
STX,Henry E Rohlsen Airport,Christiansted,VI,United States
SUN,Friedman Memorial Airport,Hailey,ID,United States
SUS,Spirit Of St Louis Airport,St Louis,MO,United States
SUX,Sioux Gateway Airport,Sioux City,IA,United States
SVA,Savoonga Airport,Savoonga,AK,United States
SVC,Grant County Airport,Silver City,NM,United States
SWF,Stewart International Airport,Newburgh,NY,United States
SWO,Stillwater Regional Airport,Stillwater,OK,United States
SYR,Syracuse Hancock International Airport,Syracuse,NY,United States
T44,Trident Basin Seaplane Base,Kodiak,AK,United States
TAL,Ralph M Calhoun Memorial Airport,Tanana,AK,United States
TBN,Waynesville Regional Airport At Forney Field,Fort Leonard Wood,MO,United States
TCL,Tuscaloosa Regional Airport,Tuscaloosa,AL,United States
TEB,Teterboro Airport,Teterboro,NJ,United States
TEX,Telluride Regional Airport,Telluride,CO,United States
TIX,Space Coast Regional Airport,Titusville,FL,United States
TLH,Tallahassee Regional Airport,Tallahassee,FL,United States
TLT,Tuluksak Airport,Tuluksak,AK,United States
TNI,Tinian International Airport,Tinian Island,CQ,United States
TOG,Togiak Airport,Togiak Village,AK,United States
TOL,Toledo Express Airport,Toledo,OH,United States
TPA,Tampa International Airport,Tampa,FL,United States
TPL,Draughon-Miller Central Texas Regional Airport,Temple,TX,United States
TRI,Tri-Cities Regional Airport,Blountville,TN,United States
TTN,Trenton Mercer Airport,Trenton,NJ,United States
TUL,Tulsa International Airport,Tulsa,OK,United States
TUP,Tupelo Regional Airport,Tupelo,MS,United States
TUS,Tucson International Airport,Tucson,AZ,United States
TVC,Cherry Capital Airport,Traverse City,MI,United States
TVF,Thief River Falls Regional Airport,Thief River Falls,MN,United States
TVL,Lake Tahoe Airport,South Lake Tahoe,CA,United States
TVR,Vicksburg Tallulah Regional Airport,"Tallulah/Vicksburg, Mississippi",LA,United States
TWF,Magic Valley Regional Airport,Twin Falls,ID,United States
TXK,Texarkana Regional Airport,Texarkana,AR,United States
TYR,Tyler Pounds Regional Airport,Tyler,TX,United States
TYS,Mcghee Tyson Airport,Knoxville,TN,United States
UCA,Oneida County Airport,Utica,NY,United States
UIN,Quincy Regional Airport - Baldwin Field,Quincy,IL,United States
UNK,Unalakleet Airport,Unalakleet,AK,United States
UNV,University Park Airport,State College,PA,United States
UOX,University-Oxford Airport,Oxford,MS,United States
UUU,Newport State Airport,Newport,RI,United States
VAK,Chevak Airport,Chevak,AK,United States
VCT,Victoria Regional Airport,Victoria,TX,United States
VCV,Southern California Logistics Airport,Victorville,CA,United States
VDZ,Valdez Pioneer Field,Valdez,AK,United States
VGT,North Las Vegas Air Terminal,Las Vegas,NV,United States
VIS,Visalia Municipal Airport,Visalia,CA,United States
VLD,Valdosta Regional Airport,Valdosta,GA,United States
VPS,Fort Walton Beach Airport,Valparaiso,FL,United States
VPZ,Porter County Municipal Airport,Valparaiso,IN,United States
VQQ,Cecil Field Airport,Jacksonville,FL,United States
VQS,Vieques Airport,Isla De Vieques,PR,United States
VRB,Vero Beach Municipal Airport,Vero Beach,FL,United States
WBB,Stebbins Airport,Stebbins,AK,United States
WDG,Woodring Municipal Airport,Enid,OK,United States
WLK,Selawik Airport,Selawik,AK,United States
WNA,Napakiak Airport,Napakiak,AK,United States
WRG,Wrangell Airport,Wrangell,AK,United States
WRL,Worland Municipal Airport,Worland,WY,United States
WST,Westerly State Airport,Westerly,RI,United States
WTK,Noatak Airport,Noatak,AK,United States
WWD,Cape May County Airport,Wildwood,NJ,United States
WYS,West Yellowstone Airport,West Yellowstone,MT,United States
X44,Miami Airport,Miami,FL,United States
X95,Diego Jimenez Torres Airport,Fajardo,PR,United States
XNA,Northwest Arkansas Regional Airport,Fayetteville / Springdale,AR,United States
YAK,Yakutat Airport,Yakutat,AK,United States
YKM,Yakima Air Terminal/Mcallister Field,Yakima,WA,United States
YKN,Chan Gurney Municipal Airport,Yankton,SD,United States
YNG,Youngstown Regional Airport,Youngstown,OH,United States
YUM,Yuma International Airport,Yuma,AZ,United States
Z08,Ofu Airport,Ofu Village,AS,United States
Z09,Kasigluk Airport,Kasigluk,AK,United States
AAL,Aalborg Airport,Aalborg,,Denmark
AAR,Aarhus Airport,Aarhus,,Denmark
ABJ,Felix Houphouet-Boigny Airport,Abidjan,,Ivory Coast
ABV,Nnamdi Azikiwe Airport,Abuja,,Nigeria
ABZ,Dyce Airport,Aberdeen,,United Kingdom
ACA,Juan N Alvarez International Airport,Acapulco,,Mexico
ACC,Kotoka International Airport,Accra,,Ghana
ADD,Bole International Airport,Addis Ababa,,Ethiopia
ADJ,Marka International Airport,Amman,,Jordan
ADL,Adelaide International Airport,Adelaide,,Australia
AGA,Al-Massira Airport,Agadir,,Morocco
AGP,Malaga International Airport,Malaga,,Spain
,,,,
AGU,Jesus Teran International Airport,Aguascalientes,,Mexico
AKJ,Asahikawa Airport,Asahikawa,,Japan
AKL,Auckland International Airport,Auckland,,New Zealand
ALA,Almaty Airport,Almaty,,Kazahkstan
ALC,Alicante,Alicante,,Spain
ALP,Aleppo International Airport,Aleppo,,Syria
AMD,Ahmedabad International Airport,Ahmedabad,,India
AMM,Queen Alia International Airport,Amman,,Jordan
AMS,Schipol Airport,Amsterdam,,Netherlands
ANF,Cerro Moreno International Airport,Antofagasta,,Chile
ANU,VC Bird International Airport,Saint Johns,,Antigua and Barbuda
AOI,Falconara Airport,Ancona,,Italy
AOJ,Aomori Airport,Aomori,,Japan
APW,Faleolo International Airport,Apia,,Western Samoa
ARN,Arlanda International Airport,Stockholm,,Sweden
ASD,Andros Town International Airport,Andros Island,,Bahamas
ATH,Athens International Airport,Athens,,Greece
AUA,Queen Beatrix International Airport,Aruba Island,,Aruba
AUH,Abu Dhabi International Airport,Abu Dhabi,,United Arab Emirates
AXA,Wallblake Airport,Anguilla Island,,Anguilla
AXT,Akita Airport,Akita,,Japan
BAH,Bahrain International Airport,Bahrain,,Bahrain
BAK,Baku Airport,Baku,,Azerbaijan
BAQ,Ernesto Cortissoz Airport,Barranquilla,,Colombia
BCN,Barcelona Airport,Barcelona,,Spain
BDA,Bermuda International Airport,Bermuda Island,,Bermuda
BDS,Brindisi P Casale Airport,Brindisi,,Italy
BEG,Belgrade Airport,Belgrade,,Serbia
BES,Guipavas Airport,Brest,,France
BEY,Beirut International Airport,Beirut,,Lebanon
BFS,Belfast International Airport,Belfast,,United Kingdom
BGI,Grantley Adams International Airport,Bridgetown,,Barbados
BGO,Flesland Airport,Bergen,,Norway
BHD,Belfast City Airport,Belfast,,United Kingdom
BHX,Birmingham International Airport,Birmingham,,United Kingdom
BIM,Bimini Island International Airport,Bimini,,Bahamas
BIO,Bilbao Airport,Bilbao,,Spain
BIQ,Bayonne-Anglet Airport,Biarritz,,France
BJL,Banjul International Airport,Banjul,,Gambia
BJX,De Guanajuato International Airport,Leon,,Mexico
BKK,Don Muang International Airport,Bangkok,,Thailand
BKO,Senou International Airport,Bamako,,Mali
BLL,Billund Airport,Billund,,Denmark
BLQ,Borgo Panigale Airport,Bologna,,Italy
BLR,Hindustan International Airport,Bangalore,,India
BNE,Brisbane International Airport,Brisbane,,Australia
BOD,Merignac Airport,Bordeaux,,France
BOG,Eldorado International Airport,Bogota,,Colombia
BOM,Sahar International Airport,Mumbai,,India
BON,Flamingo Airport,Bonaire Island,,Netherlands Antilles
BQN,Rafael Hernandez Airport,Aguadilla,,Puerto Rico
BRE,Bremen Airport,Bremen,,Germany
BRI,Palese Macchie Airport,Bari,,Italy
BRS,Bristol Airport,Bristol,,United Kingdom
BRU,Brussels International Airport,Brussels,,Belgium
BSB,Kubitschek International Airport,Brasilia,,Brazil
BSL,Basel International Airport,Basel,,Switzerland
BTS,M R Stefanik Airport,Bratislava,,Slovakia
BUD,Ferihegy Airport,Budapest,,Hungary
BZE,Phillip S W Goldson Airport,Belize City,,Belize
BZV,Maya-Maya Airport,Brazzaville,,Congo
CAI,Cairo International Airport,Cairo,,Egypt
CAN,Baiyun Airport,Guangzhou,,China
CBR,Canberra Airport,Canberra,,Australia
CCP,Carriel Sur International Airport,Concepcion,,Chile
CCS,Simon Bolivar International Airport,Caracas,,Venezuela
CDG,Charles De Gaulle International Airport,Paris,,France
CFE,Aulnat Airport,Clermont-Ferrand,,France
CGB,Marechal Rondon International Airport,Cuiaba,,Brazil
CGH,Congonhas International Airport,Sao Paulo,,Brazil
CGK,Soekarno-Hatta International Airport,Jakarta,,Indonesia
CGN,Cologne-Bonn Airport,Cologne-Bonn,,Germany
CGR,Campo Grande International Airport,Campo Grande,,Brazil
CHC,Christchurch International Airport,Christchurch,,New Zealand
CIA,Ciampino Airport,Rome,,Italy
CIW,Canouan Island Airport,Canouan Island,,Saint Vincent
CJS,Gonzalez International Airport,Ciudad Juarez,,Mexico
CKG,Jiangbei Airport,Chongqing,,China
CKY,Gbessia,Conakry,,Guinea
CLO,Aragon International Airport,Cali,,Colombia
CME,Ciudad del Carmen Airport,Ciudad Del Carmen,,Mexico
CMN,Mohammed V International Airport,Casablanca,,Morocco
CNS,Cairns International Airport,Cairns,,Australia
COO,Cadjehoun Airport,Cotonou,,Benin
CPH,Kastrup International Airport,Copenhagen,,Denmark
CPT,Capetown International Airport,Capetown,,South Africa
CRL,Charleroi Airport,Brussels,,Belgium
CTA,Fontanarossa Airport,Catania,,Italy
CTG,Rafael Nunez Airport,Cartagena,,Colombia
CTM,Chetumal International Airport,Chetumal,,Mexico
CTS,New Chitose Airport,Sapporo,,Japan
CTU,Shuangliu Airport,Chengdu,,China
CUL,Culiacan International Airport,Culiacan,,Mexico
CUN,Cancun International Airport,Cancun,,Mexico
CUR,Hato International Airport,Curacao Island,,Netherlands Antilles
CUU,General Fierro Villalobos Airport,Chihuahua,,Mexico
CWB,Afonso Pena International Airport,Curitiba,,Brazil
CWL,Cardiff Airport,Cardiff,,United Kingdom
CZM,Cozumel International Airport,Cozumel,,Mexico
DAC,Zia International Airport,Dhaka,,Bangladesh
DAM,Damascus International Airport,Damascus,,Syria
DAR,Dar-Es-Salaam International Airport,Dar-Es-Salaam,,Tanzania
DEL,Indira Gandhi International Airport,Delhi,,India
DGO,Durango Airport,Durango,,Mexico
DKR,Dakar - Yoff International Airport,Dakar,,Senegal
DLA,Douala Airport,Douala,,Cameroon
DME,Domodedovo Airport,Moscow,,Russia
DMM,King Fahad International Airport,Dammam,,Saudi Arabia
DNA,Okinawa Kadena Airport,Okinawa Island,,Japan
DOH,Doha International Airport,Doha,,Qatar
DOM,Melville Hall Airport,Roseau,,Dominica
DPS,Bali International Airport,Den Pasar,,Indonesia
DRW,Darwin International Airport,Darwin,,Australia
DUB,Dublin International Airport,Dublin,,Ireland
DUD,Dunedin Airport,Dunedin,,New Zealand
DUR,Durban International Airport,Durban,,South Africa
DUS,Duesseldorf International Airport,Duesseldorf,,Germany
DXB,Dubai International Airport,Dubai,,United Arab Emirates
EBB,Entebbe International Airport,Entebbe,,Uganda
EDI,Edinburgh Airport,Edinburgh,,United Kingdom
EIS,Beef Island International Airport,Beef Island,,UK Virgin Islands
ELH,North Eleuthera Airport,Eleuthera Island,,Bahamas
ELS,East London Airport,East London,,South Africa
EZE,Ministro Pistarini International Airport,Buenos Aires,,Argentina
FCO,Fiumicino Airport,Rome,,Italy
FKS,Fukushima Airport,Fukushima,,Japan
FLN,Hercillio Luz International Airport,Florianopolis,,Brazil
FLR,Peretola Airport,Florence,,Italy
FOC,Changle Airport,Fuzhou,,China
FOR,Pinto Martins International Airport,Fortaleza,,Brazil
FPO,Freeport International Airport,Freeport,,Bahamas
FRA,Frankfurt International Airport,Frankfurt,,Germany
FRS,Tikal International Airport,Flores,,Guatemala
FUK,Fukuoka Airport,Fukuoka,,Japan
GCI,Guernsey Airport,Guernsey,,United Kingdom
GCM,Owen Roberts International Airport,Grand Cayman,,Cayman Islands
GDL,Don Miguel Hidalgo International Airport,Guadalajara,,Mexico
GEO,Cheddi Jagan International Airport,Georgetown,,Guyana
GGT,Exuma International Airport,Great Exuma Island,,Bahamas
GIG,Rio de Janeiro International Airport,Rio de Janeiro,,Brazil
GLA,Glasgow International Airport,Glasgow,,United Kingdom
GMP,Gimpo Airport,Seoul,,South Korea
GNB,St Geoirs Airport,Grenoble,,France
GND,Point Salines International Airport,Saint Georges,,Grenada
GOA,Sestri Airport,Genoa,,Italy
GOT,Landvetter Airport,Goteborg,,Sweden
GRJ,George Airport,George,,South Africa
GRU,Guarulhos International Airport,Sao Paulo,,Brazil
GUA,La Aurora International Airport,Guatemala City,,Guatemala
GUB,Guerrero Negro Airport,Guerrero Negro,,Mexico
GUM,Guam International Airport,Guam,,Guam
GVA,Cointrin International Airport,Geneva,,Switzerland
GYE,Simon Bolivar International Airport,Guayaquil,,Ecuador
HAJ,Hannover Airport,Hannover,,Germany
HAM,Hamburg Airport,Hamburg,,Germany
HAN,Noibai International Airport,Hanoi,,Vietnam
HAV,Jose Marti International Airport,Havana,,Cuba
HBA,Hobart Airport,Hobart,,Australia
HBE,Borg El Arab International Airport,Alexandria,,Egypt
HEL,Vantaa International Airport,Helsinki,,Finland
HIJ,Hiroshima Airport,Hiroshima,,Japan
HKD,Hakodate Airport,Hakodate,,Japan
HKG,Hong Kong International Airport,Hong Kong,,China
HMO,Garcia Airport,Hermosillo,,Mexico
HND,Tokyo International Airport,Tokyo,,Japan
HUX,Huatulco International Airport,Bahia De Huatulco,,Mexico
HUY,Humberside Airport,Humberside,,United Kingdom
ICN,Incheon International Airport,Seoul,,South Korea
IEV,Zhulyany International Airport,Kiev,,Ukraine
IGU,Iguassa Falls Airport,Iguassa Falls,,Brazil
INN,Innsbruck Airport,Innsbruck,,Austria
INV,Inverness Airport,Inverness,,United Kingdom
IPC,Easter Island Airport,Mataveri,,Chile
IQQ,Diego Aracena International Airport,Iquique,,Chile
ISB,Islamabad International Airport,Islamabad,,Pakistan
IST,Ataturk International Airport,Istanbul,,Turkey
ITM,Osaka International Airport,Osaka,,Japan
JED,King Abdulaziz International Airport,Jeddah,,Saudi Arabia
JER,Jersey Airport,Jersey,,United Kingdom
JNB,Johannesburg International Airport,Johannesburg,,South Africa
JRO,Kilimanjaro International Airport,Kilimanjaro,,Tanzania
KAN,Mallam Aminu Kano Airport,Kano,,Nigeria
KBP,Borispol Airport,Kiev,,Ukraine
KEF,Keflavik International Airport,Keflavik,,Iceland
KHH,Kaohsiung International Airport,Kaohsiung,,Taiwan
KHI,Quaid-E-Azam International Airport,Karachi,,Pakistan
KIJ,Niigata Airport,Niigata,,Japan
KIN,Norman Manley International Airport,Kingston,,Jamaica
KIX,Kansai International Airport,Osaka,,Japan
KOJ,Kagoshima Airport,Kagoshima,,Japan
KRK,John Paul II Balice International Airport,Krakow,,Poland
KSA,Kosrae Island Airport,Kosrae,,Micronesia
KSC,Kosice Airport,Kosice,,Slovakia
KUL,Kuala Lumpur International Airport,Kuala Lumpur,,Malaysia
KWA,Kwajalein International Airport,Kwajalein Atoll,,Marshall Islands
KWI,Kuwait International Airport,Kuwait City,,Kuwait
LAP,Manuel de Leon Airport,La Paz,,Mexico
LBA,Leeds Bradford Airport,Leeds Bradford,,United Kingdom
LBG,Le Bourget Airport,Paris,,France
LBV,Leon M'ba,Libreville,,Gabon
LCA,Larnaca International Airport,Larnaca,,Cyprus
LCY,London City Airport,London,,United Kingdom
LDB,Londrina Airport,Londrina,,Brazil
LED,Pulkovo International Airport,Saint Petersburg,,Russia
LFW,Tokoin Airport,Lome,,Togo
LGW,London Gatwick Airport,London,,United Kingdom
LHE,Lahore International Airport,Lahore,,Pakistan
LHR,London Heathrow Airport,London,,United Kingdom
LIG,Bellegarde Airport,Limoges,,France
LIM,Jorge Chavez International Airport,Lima,,Peru
LIN,Linate Airport,Milan,,Italy
LIR,Daniel Oduber Quiros International Airport,Liberia,,Costa Rica
LIS,Lisbon International Airport,Lisbon,,Portugal
LMM,Valle Del Fuerte International Airport,Los Mochis,,Mexico
LOS,Lagos International Airport,Lagos,,Nigeria
LOV,Monclova International Airport,Monclova,,Mexico
LPB,El Alto International Airport,La Paz,,Bolivia
LRM,La Romana International Airport,La Romana,,Dominican Republic
LST,Launceston Airport,Launceston,,Australia
LTO,Loreto International Airport,Loreto,,Mexico
LUN,Lusaka International Airport,Lusaka,,Zambia
LUX,Luxembourg Airport,Luxembourg,,Luxembourg
LYS,Satolas Airport,Lyon,,France
MAA,Chennai International Airport,Madras,,India
MAD,Barajas International Airport,Madrid,,Spain
MAJ,Marshall Islands International Airport,Majuro Atoll,,Marshall Islands
MAN,Manchester International Airport,Manchester,,United Kingdom
MAO,Eduardo Gomes International Airport,Manaus,,Brazil
MAR,La Chinita International Airport,Maracaibo,,Venezuela
MAZ,Eugenio Maria De Hostos Airport,Mayaguez,,Puerto Rico
MBJ,Sangster International Airport,Montego Bay,,Jamaica
MCT,Seeb International Airport,Muscat,,Oman
MDE,Jose Maria Cordova International Airport,Medellin,,Colombia
MEL,Melbourne International Airport,Melbourne,,Australia
MEX,Benito Juarez International Airport,Mexico City,,Mexico
MGA,Managua International Airport,Managua,,Nicaragua
MHH,Marsh Harbour Airport,Abaco Island,,Bahamas
MID,Licenciado Manuel International Airport,Merida,,Mexico
MLH,Basle-Mulhouse Airport,Basle-Mulhouse,,France
MLM,Mujica International Airport,Morelia,,Mexico
MME,Durham Tees Valley Airport,Teesside,,United Kingdom
MNL,Ninoy Aquino International Airport,Manila,,Philippines
MPL,Montpellier Airport,Montpellier,,France
MRS,Marseille / Provence Airport,Marseille / Provence,,France
MST,Maastricht-Aachen Airport,Maastricht,,Netherlands
MTT,Minitatlan Airport,Minatitlan,,Mexico
MTY,Monterrey International Airport,Monterrey,,Mexico
MUC,Franz Josef Strauss International Airport,Munich,,Germany
MVD,Carrasco International Airport,Montevideo,,Uruguay
MXL,Toboada International Airport,Mexicali,,Mexico
MXP,Malpensa International Airport,Milan,,Italy
MZT,Mazatlan International Airport,Mazatlan,,Mexico
NAN,Nadi International Airport,Nadi,,Fiji
NAP,Capodichino Airport,Naples,,Italy
NAS,Nassau International Airport,Nassau,,Bahamas
NBO,Jomo Kenyatta Airport,Nairobi,,Kenya
NCE,Cote d'Azur International Airport,Nice,,France
NCL,Newcastle Airport,Newcastle,,United Kingdom
NDJ,N'Djamena Airport,N'Djamena,,Chad
NEV,Newcastle Airport,Nevis Island,,Saint Kitts and Nevis
NGO,Nagoya Airport,Nagoya,,Japan
NGS,Nagasaki Airport,Nagasaki,,Japan
NIM,Diori Hamani Airport,Niamey,,Niger
NKC,Nouakchott Airport,Nouakchott,,Mauritania
NRT,Narita International Airport,Tokyo,,Japan
NSI,Nsimalen Airport,Yaounde,,Cameroon
NTE,Nantes Airport,Nantes,,France
NTR,Del Norte International Airport,Monterrey,,Mexico
NUE,Nuremberg Airport,Nuremberg,,Germany
NVT,Navegantes-Itajai Airport,Navegantes,,Brazil
NWI,Norwich Airport,Norwich,,United Kingdom
OAX,Xoxocotlan International Airport,Oaxaca,,Mexico
OIT,Oita Airport,Oita,,Japan
OKJ,Okayama Airport,Okayama,,Japan
OOL,Gold Coast Airport,Coolangatta,,Australia
OPO,Francisco Sa Carneiro Airport,Oporto,,Portugal
ORY,Orly Airport,Paris,,France
OSL,"Oslo Airport, Gardermoen",Oslo,,Norway
OSR,Mosnov Airport,Ostrava,,Czech Republic
OTP,Otopeni International Airport,Bucharest,,Romania
OUA,Ouagadougou Airport,Ouagadougou,,Burkina Faso
PAP,Port-au-Prince International Airport,Port-au-Prince,,Haiti
